Latitude,Longitude
33.41595193563178,-111.93150740923346
33.420063010038405,-111.93420459935095
33.418172533876714,-111.93354219857777
33.42083127944705,-111.93515273512679
33.424294275382074,-111.9379512400697
33.418463039265696,-111.92926571491543
33.416727837033996,-111.93639635572276
33.42848730903374,-111.93349034426313
33.41543577082732,-111.93167348166831
33.42388197813539,-111.93974807373922
33.42923848715008,-111.9312814699521
33.42342379209629,-111.92853018285261
33.420348837231224,-111.93222530728367
33.424792265813394,-111.93187694956762
33.42944778062807,-111.93697882843978
33.42620590762911,-111.92698647199417
33.422472003900616,-111.93727125399246
33.41968293115008,-111.93102948315101
33.42320457536828,-111.92817834809219
33.42162606629638,-111.92838093622193
33.4220922724206,-111.93164051147409
33.41904938701061,-111.92991265400018
33.41819522026538,-111.93092671067994
33.41994167525312,-111.9330050575812
33.41607654000936,-111.92872637154416
33.424848617858565,-111.93752869169244
33.416160406847965,-111.9294477774853
33.42424453012471,-111.93190243163328
33.422434614634334,-111.93754332454634
33.41629997049955,-111.9334736518824
33.43039210648454,-111.9301831335835
33.4213239735015,-111.92769602018345
33.42411171714226,-111.93841834417185
33.41634833602026,-111.93931052998741
33.429071361323466,-111.92870165408459
33.42995859462458,-111.938950957015
33.428343245921305,-111.93073365472283
33.42938309769835,-111.9281322742271
33.41584372629101,-111.9290634896317
33.42026138941839,-111.92693958329767
33.42773266521389,-111.92663750071166
33.415015415836315,-111.93351302159685
33.420537384451805,-111.92976539962757
33.42541853464172,-111.93018293922285
33.42381293546583,-111.92940746394821
33.41987919802698,-111.93255378989281
33.423995337818404,-111.93910244664235
33.418649628199844,-111.92824772387814
33.42608105198925,-111.93891562353917
33.427543213179995,-111.93884265686293
33.415914240810295,-111.92974292711476
33.42223191652788,-111.93664092001964
33.42757783967741,-111.9345369500601
33.418376815664814,-111.92851840157033
33.416879880661604,-111.92984061125506
33.425470995433066,-111.93644027735395
33.42786489523284,-111.92930388333473
33.42608743255639,-111.9367936118187
33.43087117705031,-111.92665034971921
33.421954375296494,-111.93633571255806
33.42049808110579,-111.92772715764887
33.41819760778452,-111.93087419264819
33.430363665480456,-111.92952063915418
33.430396114957695,-111.93437322286825
33.425784853552884,-111.93075247140276
33.415934662941446,-111.93681925616586
33.41598276066037,-111.93268030999496
33.424575808780205,-111.93225697508701
33.42024323666854,-111.93250473603449
33.41985335696945,-111.92992800122951
33.42342266943346,-111.93204887661265
33.41878992371136,-111.93802877702753
33.42172884550962,-111.92853919359575
33.42567604677401,-111.93743129298566
33.42118153276914,-111.93552091110162
33.42870304468944,-111.93382367467142
33.417054494403054,-111.93927099751454
33.42506658424497,-111.93506217603287
33.422257527934434,-111.93222820671653
33.42109703006507,-111.9394781015972
33.42444893378791,-111.93183597264758
33.42752106742114,-111.9340865709529
33.4213202429198,-111.92813662077342
33.42860644692405,-111.92908284869345
33.41770568671483,-111.93787333763423
33.41995525610723,-111.92780207945962
33.42564327648292,-111.92698531875196
33.42987799922473,-111.93156469158636
33.429347507259024,-111.93012766767058
33.42408669858574,-111.93477911580906
33.42709687171956,-111.93329131812098
33.4155169599209,-111.93928250896073
33.42043579584772,-111.93565441361068
33.42022451173921,-111.93676692037292
33.41552011376245,-111.93944982797971
33.416927105118766,-111.92796254789549
33.41748108485184,-111.93331043132117
33.42625227995548,-111.92908180434061
33.42267289795401,-111.93049761091618
33.428733912350616,-111.93596635916872
33.41729160745836,-111.93163121614155
33.428203876800495,-111.93185243699372
33.41620239231605,-111.92750863972913
33.43034218304337,-111.93837132263668
33.417887900226965,-111.92925725749357
33.421671905672,-111.9280774082465
33.422514294089005,-111.9389598330321
33.42422400431564,-111.9367815514551
33.42086464694004,-111.9399006021688
33.41757602940483,-111.93645385273483
33.41614809253255,-111.93501942648832
33.41471629293442,-111.92890977181631
33.42963501395813,-111.92946280319241
33.43025237843795,-111.93842155099684
33.42271362397933,-111.92882195845061
33.42414132975576,-111.93039937550469
33.42073597229395,-111.93388900411557
33.42274952224041,-111.92972043935445
33.41896804881287,-111.93467022108337
33.43064571401488,-111.92635036998952
33.41614888334615,-111.9277129905593
33.42695873894053,-111.92704605348483
33.42064650563793,-111.92829538889444
33.42298489100728,-111.93570027560907
33.424602261521976,-111.92936296823721
33.420520318292475,-111.93020766192181
33.41786523284703,-111.9321723730559
33.41487744351421,-111.932425581854
33.42960029987772,-111.93536015731489
33.42865501518668,-111.93841274720438
33.415827340290775,-111.93400939437879
33.42047489751392,-111.93889350754938
33.424596538604504,-111.92803957866943
33.422081647972284,-111.93185105066483
33.41559762728217,-111.93677910686637
33.43002838192733,-111.9343212488948
33.43048398991459,-111.9305045931288
33.4288733441475,-111.93259652867532
33.42720987631703,-111.93024100629742
33.42403073185835,-111.93659410319358
33.42464629270212,-111.93950450191097
33.42638598626364,-111.93063561797958
33.415605070325384,-111.93020153058474
33.42790626822701,-111.93482053324244
33.41765331698548,-111.93081812408049
33.417595861456164,-111.93051063485369
33.42225490974469,-111.93140222245063
33.4276262090588,-111.93870251097884
33.41581179694012,-111.93316365228269
33.42409731693628,-111.9312224163985
33.429312153227855,-111.93667242150892
33.424561212327234,-111.93400671288114
33.429088479946614,-111.92706632258951
33.42542299035917,-111.93353435944796
33.41604579436299,-111.93809620675836
33.42204707981106,-111.93299404071433
33.424988091692036,-111.93046472966525
33.42762855017401,-111.92658449853091
33.41988123416008,-111.9378903310154
33.42333970489896,-111.9392012679333
33.42708160340851,-111.93804653658697
33.41890649163221,-111.93371606649309
33.42216226022902,-111.93516672010087
33.42328093718854,-111.93420512553921
33.42322348785498,-111.92665012846469
33.42293869576294,-111.934130365992
33.41628880440825,-111.93227881001053
33.42252928618922,-111.93425454605564
33.420832916188765,-111.93892327755783
33.42988939928237,-111.9342809931582
33.41850571994919,-111.93502494224917
33.423268891798365,-111.93815551433335
33.42400905869645,-111.9331564232928
33.41985330177123,-111.92632467458104
33.420617023014394,-111.92743488780418
33.421291178776634,-111.92762494761618
33.42834534353423,-111.92791395038428
33.42591263592647,-111.9291096178795
33.42466060147417,-111.93809094722585
33.41801978316453,-111.92916709772638
33.41953327415193,-111.9389095339505
33.41463632387793,-111.93396963375885
33.420362556612076,-111.93788179366467
33.4157436269424,-111.93972773099058
33.4199306676438,-111.93226424932541
33.421683700464165,-111.93810629512707
33.429638863857456,-111.93458239160435
33.42055247490112,-111.92756992648096
33.42179770896642,-111.93712508445974
33.42325689529772,-111.9368761040988
33.42420832723477,-111.92849151010795
33.41772240752205,-111.92897505249768
33.42542927455841,-111.93187239987948
33.415891364143334,-111.93448770215458
33.42009953701856,-111.92852125646591
33.42654231579337,-111.93798431351901
33.423290675004004,-111.93361239229897
33.41724706320157,-111.93203566694677
33.42352001629879,-111.93942394195628
33.43013782398247,-111.9307534710806
33.41555623313067,-111.92751779483419
33.417460310692775,-111.92904568211597
33.43038886227278,-111.93692605774223
33.417331691945144,-111.93695602611432
33.422079246168565,-111.93612151113776
33.424911834631935,-111.93893524981816
33.42934127783988,-111.93532439939298
33.4169456223289,-111.93166748593619
33.4214490381721,-111.93390188109777
33.42235096072069,-111.93398336806167
33.419479991375454,-111.93215250711533
33.42222559225635,-111.93206506389551
33.42726655247464,-111.93951497119592
33.417173868116464,-111.9294651146021
33.428612707627046,-111.9289717066216
33.4255907040651,-111.93903555716122
33.42304665152766,-111.93446759849517
33.428771242389516,-111.93138041996168
33.426613337046646,-111.92976978904791
33.421202658272136,-111.93926833102782
33.427604858156236,-111.93572734236618
33.43007600905675,-111.93867888526879
33.42625660630863,-111.93250832898919
33.41471317825842,-111.93892671890578
33.42212188326587,-111.92734033843917
33.41637059039193,-111.93977550417634
33.415881027946675,-111.9339296338174
33.416278020277936,-111.93337798977731
33.42790938284262,-111.9343381520629
33.42204593915054,-111.92683923220275
33.42800312464966,-111.93261821093407
33.41467438017618,-111.92853287752676
33.41806799596712,-111.93661649650022
33.417334768903764,-111.9303138794546
33.42643552224731,-111.9371449042664
33.42140764067798,-111.9378503956443
33.42310126996725,-111.93957967654089
33.42136256782707,-111.9383421616468
33.41656587333109,-111.92861326057051
33.425977095724726,-111.93936423082721
33.41736637993016,-111.92661435168131
33.42270178376076,-111.9356102509161
33.416485939062646,-111.93197388666444
33.420401037452976,-111.93034474921079
33.42292163882194,-111.93974818959755
33.426813051913705,-111.9357157077365
33.42008792772786,-111.93247008323293
33.42900677698496,-111.93705685189289
33.417301083995866,-111.92739684639903
33.42933566419332,-111.92731505814677
33.417055149652015,-111.93466260064727
33.41487961639149,-111.93329646051154
33.42281372135717,-111.93660138872909
33.418472355392,-111.92619052141174
33.422696421915646,-111.93097404458548
33.41750717481058,-111.92730032768438
33.41952214198109,-111.92933549272291
33.43062513501343,-111.92682162889196
33.42447999869619,-111.9272383634376
33.430841978807784,-111.92640528155903
33.41891619674732,-111.93217370506304
33.415698555329,-111.9306566821011
33.41960884556927,-111.93411000603717
33.418012868311244,-111.93260359251352
33.41493854684578,-111.93617291238868
33.43018590003039,-111.93741004976012
33.41698709835486,-111.93279180487002
33.42636692481273,-111.93040425709289
33.41618703503994,-111.93989348549968
33.42028084193225,-111.9327638814731
33.425123855765534,-111.93269268380088
33.416916398777,-111.93559687627105
33.41509299942536,-111.93666602068525
33.42137598731414,-111.92987038007746
33.41848229350902,-111.9323932264552
33.416410060862106,-111.93188390463234
33.418957276433574,-111.92691138474429
33.4225014331931,-111.93884619620958
33.42731263850474,-111.9265196119863
33.417586086699245,-111.93036718908758
33.420847322845894,-111.93932457399134
33.427841973665714,-111.93320618478457
33.429246302353356,-111.93762171204884
33.42915859373067,-111.93780088232621
33.414801060465805,-111.92648495440834
33.422861369383625,-111.93973988706632
33.425183982431065,-111.9380094159792
33.417894515078444,-111.93734101472091
33.41904440441853,-111.93628502532854
33.42344921681708,-111.9375715859841
33.419025019990066,-111.93187880463584
33.41921784905363,-111.92810553287234
33.42380162456608,-111.93738287182525
33.419829798040496,-111.9310460471114
33.4216402278152,-111.93929036009764
33.42369164490624,-111.92621534845165
33.41518931795998,-111.93634465087065
33.42767065392633,-111.93103602428442
33.41950319683394,-111.92636530595543
33.41928672217683,-111.92887993753465
33.428297995157706,-111.92855977413986
33.41733407554048,-111.92806191549589
33.42105860885501,-111.93610075683013
33.429002613165146,-111.9317433087191
33.42095608607246,-111.93810543215893
33.4274332728635,-111.93188964134144
33.41729786225524,-111.93520642931647
33.423408582441326,-111.92772518780173
33.42567038568384,-111.9385668939964
33.4154125132986,-111.93542882072055
33.424953940434385,-111.93500647877508
33.41467732818692,-111.93602637358353
33.414913471409314,-111.93896554549845
33.42946614139833,-111.93559394148944
33.41656308888403,-111.93870559214115
33.424995353828045,-111.93285532592024
33.426651522863835,-111.93438284962293
33.419270300965614,-111.93263810586447
33.42059855419687,-111.93984792221
33.415213485136604,-111.93063420161363
33.41570077631492,-111.93403235590553
33.41859436458376,-111.93938011909337
33.418451913585926,-111.93680190260757
33.4242542704542,-111.93931071087741
33.429901982854965,-111.93692487372853
33.41818342312272,-111.93358020411972
33.417870475922534,-111.93137502945461
33.4163893810003,-111.92868720818193
33.42462132096687,-111.93146976878259
33.42359574097928,-111.93058663112464
33.42850697723603,-111.9300477995422
33.41753230160682,-111.92991758023673
33.42242359163887,-111.93589224224033
33.424606821953155,-111.93734364291794
33.42253093468804,-111.93915522891493
33.428952430832716,-111.93866747097292
33.41663327829248,-111.93649586589838
33.424995765070236,-111.92988851249892
33.41759079173013,-111.92843605447358
33.425701846687886,-111.93230615553551
33.419710260284134,-111.9300332948421
33.41646129992221,-111.93298683084424
33.41842939549883,-111.93452296568472
33.424824960190136,-111.9379066574024
33.427030525106126,-111.9281661943318
33.42810226189363,-111.93373619183869
33.42799559925523,-111.93325505864091
33.423043745504785,-111.93126317979939
33.41883474721857,-111.93557762287165
33.430461191299386,-111.92675475080416
33.425618355310526,-111.93739704624953
33.430227114930666,-111.93092246024248
33.424915306562255,-111.92924280377234
33.42405583307207,-111.92680738408326
33.42782359741859,-111.93339693548884
33.42632805116726,-111.93795476820763
33.41832169074086,-111.92784453606453
33.419727120216876,-111.92964694332271
33.41959823189094,-111.93853764510206
33.421309966922294,-111.9301996721954
33.42776185544776,-111.93692593024188
33.43034907839437,-111.9366139772268
33.415307631663026,-111.93181032532937
33.424346156104995,-111.93479135317332
33.43051419879592,-111.93565944638286
33.41814634941022,-111.93682169890099
33.42786377583836,-111.92866654289803
33.427616396608414,-111.93681830249253
33.42993305150452,-111.93947786008972
33.41545474535763,-111.93639498853547
33.42407195410394,-111.9317708231049
33.4218647319162,-111.92903183211078
33.416042193800244,-111.93532639106172
33.42910357943148,-111.9337332648141
33.41464937912935,-111.9273527012691
33.42568589352973,-111.93806919092243
33.43082541395971,-111.92884685525597
33.427431334912185,-111.93629320729544
